,Article Name,Description,Author(s),Author Type(s),Date,URL
10,Screws Tighten On FinOps Fissures,"When used effectively, FinOps enables timely data-driven decision making and creates financial accountability for cloud computing environments.",,,,https://www.forbes.com/sites/adrianbridgwater/2025/08/13/screws-tighten-on-finops-fissures/?ss=cloud
11,"AWS Launches Open-Weight OpenAI Models, Eroding Microsoft Exclusivity",The latest move in the enterprise AI chess match adds some nice options to the AWS toolkit while raising broader questions about the Microsoft–OpenAI relationship.,,,,https://www.forbes.com/sites/patrickmoorhead/2025/08/12/aws-launches-open-weight-openai-models-eroding-microsoft-exclusivity/?ss=cloud
12,Why Onboarding Is A Ramp To Platform Engineering,"Because platform engineering is a significant change, additional forethought will help. If we take care upfront when onboarding, then it should be plain sailing ahead.",,,,https://www.forbes.com/sites/adrianbridgwater/2025/08/12/why-onboarding-is-a-ramp-to-platform-engineering/?ss=cloud
13,What A Workvivo Study Reveals About The ‘Frontline Gap’,"Frontline workers across diverse industries form the backbone of organizations, yet many still feel overlooked and disconnected from the companies they serve.",,,,https://www.forbes.com/sites/moorinsights/2025/08/11/what-a-workvivo-study-reveals-about-the-frontline-gap/?ss=cloud
14,Motorola Razr Ultra: A Real Flagship Foldable,"Motorola has expanded its foldable lineup to three devices, and the Razr Ultra performs well as a flagship in this increasingly dynamic segment of the smartphone market.",,,,https://www.forbes.com/sites/moorinsights/2025/08/11/motorola-razr-ultra-a-real-flagship-foldable/?ss=cloud
15,"Qualcomm Execs Discuss Plans For Growth In Automotive, IoT And Beyond","The company has spent 40 years pioneering new types of mobile chip technology, but can it translate that into similar success — and scale — in other markets?",,,,https://www.forbes.com/sites/patrickmoorhead/2025/08/08/qualcomm-execs-discuss-plans-for-growth-in-automotive-iot-and-beyond/?ss=cloud
16,JetBrains Aims Boosters At No-Code Web Development,JetBrains thinks it has a way forward for users who want a no-code option for web development.,,,,https://www.forbes.com/sites/adrianbridgwater/2025/08/07/jetbrains-aims-boosters-at-no-code-web-development/?ss=cloud
17,DoD Secretary Hegseth Draws A Line: Cybersecurity No Longer Optional,"With Secretary Pete Hegseth’s July 2025 mandate, the DOD made clear that real cybersecurity, not box checking, is now the price of admission to a $320 billion defense market.",,,,https://www.forbes.com/sites/emilsayegh/2025/08/05/dod-secretary-hegseth-draws-a-line-cybersecurity-no-longer-optional/?ss=cloud
18,Samsung Galaxy Tab S10 Ultra — The Ultimate Samsung Tablet?,"Samsung has a lot to be proud of with this tablet, including outstanding battery life, though it could benefit from better integrations with other Galaxy devices.",,,,https://www.forbes.com/sites/moorinsights/2025/08/04/samsung-galaxy-tab-s10-ultra---the-ultimate-samsung-tablet/?ss=cloud
19,Computational Thinking Is The New Programming,"The future of software developing is a hybrid fusion of symbolic, deterministic (traditional) coding and descriptive, nondeterministic human language. ",,,,https://www.forbes.com/sites/adrianbridgwater/2025/08/04/computational-thinking-is-the-new-programming/?ss=cloud
